date,energy_consumption
2020-05-25,58.69952653356146
2020-05-26,62.88030535863494
2020-05-27,60.86349029475497
2020-05-28,57.4756008156914
2020-05-29,55.274783818259124
2020-05-30,51.957667777556544
2020-05-31,49.15003429541772
2020-06-01,55.92124343972657
2020-06-02,62.9880115674741
2020-06-03,63.49602763057194
2020-06-04,61.42120099007637
2020-06-05,52.588942442430756
2020-06-06,52.96252958530972
2020-06-07,51.48362724927288
2020-06-08,58.17617986603119
2020-06-09,62.082228010228434
2020-06-10,58.11082549345403
2020-06-11,57.53307135543166
2020-06-12,49.19872244399579
2020-06-13,47.926423809042916
2020-06-14,51.29590723773985
2020-06-15,55.67525141997013
2020-06-16,60.743093896301374
2020-06-17,59.819503983342166
2020-06-18,54.04288771319804
2020-06-19,51.689385603914445
2020-06-20,50.16085046819955
2020-06-21,47.41618641709748
2020-06-22,54.06500784776994
2020-06-23,54.79824041063885
2020-06-24,56.64842958278645
2020-06-25,54.83292744958497
2020-06-26,49.24175338262372
2020-06-27,50.7652504586276
2020-06-28,50.5003137289206
2020-06-29,51.29360846272239
2020-06-30,54.73935163634757
2020-07-01,53.22987117253483
2020-07-02,49.763517214543015
2020-07-03,48.37184649945872
2020-07-04,43.99310313975004
2020-07-05,46.30603427012258
2020-07-06,51.66129734465797
2020-07-07,55.65489417120602
2020-07-08,56.409723299533155
2020-07-09,53.45790848364923
2020-07-10,44.95491978307537
2020-07-11,45.91906976729325
2020-07-12,45.95178798784772
2020-07-13,51.32077483788632
2020-07-14,53.80067362540293
2020-07-15,55.81672682270008
2020-07-16,51.95748881634782
2020-07-17,47.49599923996636
2020-07-18,47.58249829018062
2020-07-19,46.919335057985386
2020-07-20,48.53317201561718
2020-07-21,51.70619105524392
2020-07-22,53.75434643364204
2020-07-23,47.384585424070565
2020-07-24,47.16751724944071
2020-07-25,41.50653991550585
2020-07-26,42.46761025623616
2020-07-27,48.7509681201772
2020-07-28,49.238986401789326
2020-07-29,54.73186541734212
2020-07-30,50.75756346757524
2020-07-31,45.80213075583352
2020-08-01,41.09951330115068
2020-08-02,42.26188013201654
2020-08-03,46.09650194242085
2020-08-04,50.152698070190674
2020-08-05,54.43362472032346
2020-08-06,47.601383347855354
2020-08-07,44.79955825573312
2020-08-08,40.56487891468678
2020-08-09,42.75697513628716
2020-08-10,47.45925190385357
2020-08-11,45.816054625201104
2020-08-12,51.028665029415144
2020-08-13,45.91267496323068
2020-08-14,44.00038623658961
2020-08-15,37.73109759353656
2020-08-16,43.166797879064035
2020-08-17,44.03681845363731
2020-08-18,49.29293552685067
2020-08-19,51.929415770877775
2020-08-20,47.46605328001
2020-08-21,39.35317497953098
2020-08-22,38.30431425735604
2020-08-23,38.775330321988754
2020-08-24,45.663319419909996
2020-08-25,43.23786639866695
2020-08-26,48.71546781273191
2020-08-27,44.877432228453245
2020-08-28,42.723356100664645
2020-08-29,34.179076812322336
2020-08-30,43.15228335850398
2020-08-31,44.55562557966933
2020-09-01,45.43763624456769
2020-09-02,49.875710720688886
2020-09-03,46.80673243421353
2020-09-04,39.76684517866561
2020-09-05,38.7794061647376
2020-09-06,40.870118278659305
2020-09-07,43.54942814047844
2020-09-08,48.22128859279473
2020-09-09,43.8433497755699
2020-09-10,47.74496481751028
2020-09-11,43.8964455668474
2020-09-12,40.72931015254645
2020-09-13,36.06621875972987
2020-09-14,43.96055868788115
2020-09-15,47.6240885506422
2020-09-16,50.177021176157794
2020-09-17,45.50060100855215
2020-09-18,40.91654112009462
2020-09-19,35.63230835763235
2020-09-20,39.91618474525626
2020-09-21,41.0031054326048
2020-09-22,45.72183151761979
2020-09-23,45.26281558149119
2020-09-24,47.861859109483206
2020-09-25,40.624468526316726
2020-09-26,38.61239475423883
2020-09-27,37.39534936185903
2020-09-28,45.035825704079066
2020-09-29,40.82362161084744
2020-09-30,48.07710985769789
2020-10-01,42.73548853729409
2020-10-02,38.42449620572982
2020-10-03,39.58120998256783
2020-10-04,40.46965208361287
2020-10-05,45.783622387656465
2020-10-06,51.39121898936757
2020-10-07,46.11956849304113
2020-10-08,45.41824739993323
2020-10-09,41.2333608248338
2020-10-10,39.37848281893667
2020-10-11,38.48054466537124
2020-10-12,44.38574199751404
2020-10-13,46.680605928975574
2020-10-14,46.24490238171804
2020-10-15,44.02318447170931
2020-10-16,41.403259551993216
2020-10-17,36.474814812660505
2020-10-18,39.64724665508486
2020-10-19,40.88018559463396
2020-10-20,48.54994830200603
2020-10-21,49.82736216602174
2020-10-22,46.69140872969083
2020-10-23,43.92776306776526
2020-10-24,42.87584086054396
2020-10-25,40.31012987292189
2020-10-26,47.467698592029876
2020-10-27,49.57369721858403
2020-10-28,46.909050728940976
2020-10-29,46.362025971908814
2020-10-30,40.00553382862213
2020-10-31,40.992723826390005
2020-11-01,41.878660531058294
2020-11-02,43.13676835468109
2020-11-03,50.9381474984976
2020-11-04,48.14852687172635
2020-11-05,47.02780954412446
2020-11-06,41.99415515869604
2020-11-07,42.14676007717022
2020-11-08,41.82222272356877
2020-11-09,44.484768009916436
2020-11-10,48.337338041255265
2020-11-11,49.70431579340268
2020-11-12,49.51611374667045
2020-11-13,43.089471022283796
2020-11-14,41.49719818775793
2020-11-15,40.15456746956521
2020-11-16,47.05045911978921
2020-11-17,51.79115753632562
2020-11-18,51.62478937777496
2020-11-19,53.30647820048476
2020-11-20,46.68776536849116
2020-11-21,42.270221690278596
2020-11-22,41.741021437709584
2020-11-23,49.636813202495105
2020-11-24,52.491181653695996
2020-11-25,54.671161874071004
2020-11-26,50.26480893761346
2020-11-27,45.59454770220702
2020-11-28,41.74374056597555
2020-11-29,45.055353073631714
2020-11-30,47.481427785604396
2020-12-01,53.664593535882986
2020-12-02,53.265096446872185
2020-12-03,53.17987644320802
2020-12-04,43.8261784576437
2020-12-05,45.513388247158424
2020-12-06,46.55061310638048
2020-12-07,50.99115528369561
2020-12-08,56.13940531267798
2020-12-09,54.1399173020462
2020-12-10,54.86150631459613
2020-12-11,44.6088651049193
2020-12-12,47.07828832244155
2020-12-13,47.57776749155467
2020-12-14,53.172624888565316
2020-12-15,54.365150106605824
2020-12-16,54.85748774985116
2020-12-17,54.984852550691976
2020-12-18,48.941355028097284
2020-12-19,44.116692883809854
2020-12-20,49.34888575515878
2020-12-21,51.78116909764021
2020-12-22,53.732733638772046
2020-12-23,57.01094207189485
2020-12-24,55.924028711504334
2020-12-25,72.61648896176342
2020-12-26,47.302684871979366
2020-12-27,45.82611181456448
2020-12-28,54.54716002690369
2020-12-29,55.8026772308814
2020-12-30,56.77927530715093
2020-12-31,57.16587877424898
2021-01-01,71.30376689411978
2021-01-02,54.38652101301847
2021-01-03,50.17699051118584
2021-01-04,52.76810888790253
2021-01-05,63.482240706312936
2021-01-06,58.11977534370164
2021-01-07,58.38119243817483
2021-01-08,52.72066892219527
2021-01-09,47.591181652642426
2021-01-10,47.58278458006572
2021-01-11,52.88403728967396
2021-01-12,63.66387395675244
2021-01-13,61.43874521594186
2021-01-14,60.74144782764995
2021-01-15,54.95072994010883
2021-01-16,51.36689055517323
2021-01-17,53.736811939512144
2021-01-18,57.99540501256912
2021-01-19,65.96779985494878
2021-01-20,62.93668973832075
2021-01-21,57.026087867123316
2021-01-22,52.02217577263436
2021-01-23,52.88956003844735
2021-01-24,55.54740993559641
2021-01-25,58.41760044991997
2021-01-26,61.35133849655872
2021-01-27,61.48446299901468
2021-01-28,63.925224482944536
2021-01-29,55.930127089934714
2021-01-30,53.97626460767549
2021-01-31,56.96964115323555
2021-02-01,59.083421695793746
2021-02-02,64.09955900193918
2021-02-03,65.42668191827083
2021-02-04,62.31611560496024
2021-02-05,56.30893163576961
2021-02-06,55.64429125728811
2021-02-07,56.041550098905255
2021-02-08,59.16209044019355
2021-02-09,64.80624460270505
2021-02-10,67.52174223446644
2021-02-11,63.780444316875496
2021-02-12,59.13912254229557
2021-02-13,58.056273632394976
2021-02-14,59.5158353678253
2021-02-15,63.446208127004624
2021-02-16,69.35641874508156
2021-02-17,70.45630114016053
2021-02-18,64.42564829167236
2021-02-19,59.650948501859816
2021-02-20,54.16085460629117
2021-02-21,56.93738894868903
2021-02-22,61.19698275786522
2021-02-23,67.50120218770459
2021-02-24,67.64929464616513
2021-02-25,66.87801064728528
2021-02-26,60.47648114602578
2021-02-27,58.310446098369795
2021-02-28,58.92349460506843
2021-03-01,62.16944191903759
2021-03-02,63.82447642413367
2021-03-03,67.14153476653338
2021-03-04,63.17933544422876
2021-03-05,61.16585645817044
2021-03-06,57.76003523171498
2021-03-07,58.13463984940043
2021-03-08,66.15284931442794
2021-03-09,69.13325749231778
2021-03-10,68.90693335630147
2021-03-11,63.03074545107403
2021-03-12,61.93271319604317
2021-03-13,62.316368514545275
2021-03-14,59.870332243995236
2021-03-15,63.37438034523414
2021-03-16,70.57777210573914
2021-03-17,69.34115909753123
2021-03-18,65.65120821825516
2021-03-19,65.50682694369684
2021-03-20,58.2050750092586
2021-03-21,58.585193077214015
2021-03-22,64.12127062805443
2021-03-23,70.17009983723581
2021-03-24,69.452265105835
2021-03-25,68.92566014854849
2021-03-26,61.37526842086947
2021-03-27,59.8420888757631
2021-03-28,57.531765285346125
2021-03-29,62.87239547770664
2021-03-30,67.89747982063992
2021-03-31,68.61821785643421
2021-04-01,64.50622275422562
2021-04-02,60.04782265387849
2021-04-03,60.59337973005041
2021-04-04,62.517013466842066
2021-04-05,61.56106007395485
2021-04-06,67.68403705332709
2021-04-07,69.54496458086675
2021-04-08,67.31608685698062
2021-04-09,64.74893309988438
2021-04-10,63.06112530655116
2021-04-11,62.392778589327925
2021-04-12,63.32056006363256
2021-04-13,66.91098905590631
2021-04-14,70.87786346964737
2021-04-15,65.94369211597248
2021-04-16,64.23989691263395
2021-04-17,56.53230156931014
2021-04-18,58.79087724724228
2021-04-19,65.56043558118296
2021-04-20,67.01558983571324
2021-04-21,71.61502605861361
2021-04-22,67.4787409893328
2021-04-23,60.86376243587949
2021-04-24,56.29661009663626
2021-04-25,59.016614568397436
2021-04-26,62.69592866167195
2021-04-27,68.81461220497589
2021-04-28,69.56373919827148
2021-04-29,66.00550764627883
2021-04-30,61.24394024663415
2021-05-01,60.93638084256551
2021-05-02,59.84654602195623
2021-05-03,62.874280358351065
2021-05-04,69.57646325834932
2021-05-05,69.285501506255
2021-05-06,64.04495084707168
2021-05-07,58.292943535506176
2021-05-08,57.104977129583126
2021-05-09,58.7088514209448
2021-05-10,65.73399275350421
2021-05-11,68.37528775223156
2021-05-12,67.77548304663
2021-05-13,64.26640841094152
2021-05-14,58.466161948342865
2021-05-15,58.79825921312802
2021-05-16,57.01959126219216
2021-05-17,63.22736298828147
2021-05-18,65.8963228524268
2021-05-19,65.14091357293172
2021-05-20,59.48783502171711
2021-05-21,58.13336016637642
2021-05-22,57.64655241812614
2021-05-23,57.835522541975365
2021-05-24,60.54203318296934
2021-05-25,62.084291558923695
2021-05-26,65.08083877594973
2021-05-27,59.344550933547396
2021-05-28,56.639889430678494
2021-05-29,54.115417745918755
2021-05-30,55.61254726216063
2021-05-31,64.37290891117243
2021-06-01,64.39614719766769
2021-06-02,66.28583816298385
2021-06-03,62.70340934830894
2021-06-04,53.816632171217194
2021-06-05,58.667977643491014
2021-06-06,56.7626093243955
2021-06-07,59.74660920989121
2021-06-08,64.0954787313452
2021-06-09,65.05382691206648
2021-06-10,57.282993801851234
2021-06-11,55.95547769876059
2021-06-12,52.08117985902783
2021-06-13,51.55374088743723
2021-06-14,59.2944310794863
2021-06-15,57.875573749159855
2021-06-16,61.217967374781395
2021-06-17,63.075889074330384
2021-06-18,55.67470364769703
2021-06-19,51.72451954530879
2021-06-20,54.242554461400424
2021-06-21,60.598371256772566
2021-06-22,60.940841052392905
2021-06-23,58.37756865864399
2021-06-24,53.698542191206656
2021-06-25,56.55097418771133
2021-06-26,52.143002978533644
2021-06-27,54.47063702873078
2021-06-28,60.34040849279753
2021-06-29,61.194423699296344
2021-06-30,60.498099014022486
2021-07-01,59.37684228409983
2021-07-02,53.883465421666656
2021-07-03,52.07245650969771
2021-07-04,45.15246366208703
2021-07-05,56.209961903973564
2021-07-06,55.96580547252508
2021-07-07,60.501547077616415
2021-07-08,58.03881209128351
2021-07-09,52.48839950059832
2021-07-10,50.63324403432253
2021-07-11,49.59708862616213
2021-07-12,53.51824334110163
2021-07-13,56.52689936343462
2021-07-14,57.52821864027078
2021-07-15,54.6598076870209
2021-07-16,51.77041595604516
2021-07-17,49.83169634739126
2021-07-18,47.319207668659146
2021-07-19,55.8330311213096
2021-07-20,55.786339889356405
2021-07-21,54.95142425643257
2021-07-22,54.37439496900215
2021-07-23,47.61688901047427
2021-07-24,46.19278769048952
2021-07-25,49.73311033339706
2021-07-26,50.47818195649227
2021-07-27,52.47341368927167
2021-07-28,58.6725136634931
2021-07-29,52.041093825163024
2021-07-30,46.757587549541164
2021-07-31,45.53937140954856
2021-08-01,48.78424207778345
2021-08-02,51.971222401199675
2021-08-03,51.371245516037916
2021-08-04,54.99402794714729
2021-08-05,50.92411776312578
2021-08-06,49.72777935321343
2021-08-07,44.7611288669855
2021-08-08,46.85166500363318
2021-08-09,50.370255944636774
2021-08-10,52.87654687223871
2021-08-11,55.6681291527206
2021-08-12,50.77399747489338
2021-08-13,45.391383738612426
2021-08-14,42.958738180713354
2021-08-15,42.84100481494849
2021-08-16,48.04484940259617
2021-08-17,53.40393415029302
2021-08-18,52.08865811462131
2021-08-19,54.053938168854565
2021-08-20,44.16508535555048
2021-08-21,43.172930609862014
2021-08-22,42.49638832231416
2021-08-23,44.18623502467695
2021-08-24,47.82467955571071
2021-08-25,52.25836418950181
2021-08-26,50.50648412004234
2021-08-27,46.615802134591334
2021-08-28,45.23634309949872
2021-08-29,45.31585329219899
2021-08-30,48.915189966912564
2021-08-31,50.52833404866382
2021-09-01,50.73596268208685
2021-09-02,49.78039084724935
2021-09-03,44.05330242429413
2021-09-04,42.240063243014674
2021-09-05,43.413307620315344
2021-09-06,47.8201205274813
2021-09-07,49.49776933031735
2021-09-08,51.368192068743454
2021-09-09,50.851655718525535
2021-09-10,47.3021147135081
2021-09-11,42.09635026607254
2021-09-12,44.723822950746865
2021-09-13,46.823088437135716
2021-09-14,53.396108654531965
2021-09-15,53.08971358416629
2021-09-16,50.563044440457524
2021-09-17,42.69323752049762
2021-09-18,42.22193997007594
2021-09-19,42.24071616948581
2021-09-20,44.97562814023213
2021-09-21,50.271557387427734
2021-09-22,51.125148752359706
2021-09-23,47.81389362093124
2021-09-24,46.13247336740569
2021-09-25,43.67392352538714
2021-09-26,43.39208623596514
2021-09-27,48.48263291526633
2021-09-28,52.48203391579828
2021-09-29,52.37278464720296
2021-09-30,46.723415235453004
2021-10-01,44.206861567646484
2021-10-02,42.11914435525222
2021-10-03,45.78487004427863
2021-10-04,44.06532200846625
2021-10-05,49.58065759111925
2021-10-06,49.84012930466914
2021-10-07,47.868803191688535
2021-10-08,43.59591206106468
2021-10-09,40.206528730562674
2021-10-10,45.420206374714446
2021-10-11,45.94960701789563
2021-10-12,53.10185873969525
2021-10-13,51.73237865272185
2021-10-14,45.38730678250364
2021-10-15,46.364731052075975
2021-10-16,39.38447828445351
2021-10-17,43.525597162724594
2021-10-18,50.38241515743461
2021-10-19,50.571955096468216
2021-10-20,53.03334220326427
2021-10-21,50.00202382294062
2021-10-22,42.549966184663596
2021-10-23,44.2499965794339
2021-10-24,42.56556455041058
2021-10-25,49.239538567742116
2021-10-26,53.151699099634826
2021-10-27,52.04989971151591
2021-10-28,53.43429598402797
2021-10-29,45.4866739987079
2021-10-30,45.00275349313378
2021-10-31,41.992492463146085
2021-11-01,52.856760599079024
2021-11-02,54.57494806856158
2021-11-03,52.07173117705813
2021-11-04,47.372546270183484
2021-11-05,45.55113903159414
2021-11-06,44.98291758397445
2021-11-07,46.038100711063265
2021-11-08,48.339528055018825
2021-11-09,51.84910007011022
2021-11-10,53.030704703670736
2021-11-11,49.04681926085941
2021-11-12,46.75081750318744
2021-11-13,47.16460534451228
2021-11-14,44.28048010124149
2021-11-15,49.14528415862782
2021-11-16,57.131389614649464
2021-11-17,55.94748701604072
2021-11-18,50.975269057627585
2021-11-19,48.53600097041077
2021-11-20,43.42956886089376
2021-11-21,46.333105968370354
2021-11-22,51.642568356051136
2021-11-23,53.91178023265474
2021-11-24,57.927236280054366
2021-11-25,52.33278953010749
2021-11-26,48.44312556634362
2021-11-27,49.026823670221354
2021-11-28,44.16636749014174
2021-11-29,54.19086093253077
2021-11-30,56.57744617634376
2021-12-01,58.39784345858506
2021-12-02,53.5940157115059
2021-12-03,50.16134731599362
2021-12-04,48.58450706963806
2021-12-05,51.17200899403353
2021-12-06,53.15158365409468
2021-12-07,56.73239182948694
2021-12-08,56.99222097563751
2021-12-09,57.37703961550128
2021-12-10,47.86364452608813
2021-12-11,48.95557944371518
2021-12-12,48.94060264622042
2021-12-13,52.65563009427073
2021-12-14,55.59522890578277
2021-12-15,56.97279411755275
2021-12-16,58.70528640543571
2021-12-17,53.19001680855481
2021-12-18,49.500743766897365
2021-12-19,49.0189486648695
2021-12-20,56.145221536225804
2021-12-21,60.21735139633461
2021-12-22,60.22023922695472
2021-12-23,60.54876445467464
2021-12-24,51.66685982257119
2021-12-25,74.10896564762112
2021-12-26,54.228295876295476
2021-12-27,57.64441559376101
2021-12-28,62.746628992118495
2021-12-29,63.12002476268842
2021-12-30,59.96605292374416
2021-12-31,52.29052554428479
2022-01-01,73.2270853882689
2022-01-02,51.898221655366456
2022-01-03,59.332028040311314
2022-01-04,60.80016351422681
2022-01-05,61.20645821654885
2022-01-06,60.06122107242785
2022-01-07,55.116462194937355
2022-01-08,53.00409086156867
2022-01-09,54.95144674807661
2022-01-10,57.20035733837092
2022-01-11,62.02250650279586
2022-01-12,64.03641368135276
2022-01-13,63.6358032880972
2022-01-14,54.251849059921575
2022-01-15,55.21909990025516
2022-01-16,58.26235814802549
2022-01-17,58.6561313722729
2022-01-18,62.677737963185585
2022-01-19,63.91662180117097
2022-01-20,64.96497242241092
2022-01-21,59.76878874810717
2022-01-22,59.940188556194
2022-01-23,60.877687859000964
2022-01-24,61.16273616964808
2022-01-25,64.5929334749726
2022-01-26,66.71874531408105
2022-01-27,64.80676244938748
2022-01-28,58.21310526992491
2022-01-29,58.4577811931515
2022-01-30,57.061975810430404
2022-01-31,58.703957522408494
2022-02-01,63.91704686278271
2022-02-02,66.5389877695141
2022-02-03,65.63902345264209
2022-02-04,59.8577244981855
2022-02-05,57.58038599002215
2022-02-06,60.910984832088594
2022-02-07,64.86247528192943
2022-02-08,65.18469863957505
2022-02-09,69.12296086794534
2022-02-10,63.4569005554211
2022-02-11,63.00561880120051
2022-02-12,59.23501528463585
2022-02-13,62.414845945207375
2022-02-14,66.08998027687417
2022-02-15,68.58070177272432
2022-02-16,67.74726355886982
2022-02-17,67.14959474819423
2022-02-18,63.159312048449216
2022-02-19,58.29073310846721
2022-02-20,59.264096171486074
2022-02-21,68.81774033036625
2022-02-22,71.56690745341733
2022-02-23,70.69700751321074
2022-02-24,66.85765566564986
2022-02-25,63.55931742455123
2022-02-26,62.11945159466463
2022-02-27,63.95840058573881
2022-02-28,70.54131239357783
2022-03-01,68.13644642632272
2022-03-02,72.89119787429993
2022-03-03,67.12922020916389
2022-03-04,69.18123616675898
2022-03-05,63.30712298215281
2022-03-06,63.78928016131442
2022-03-07,69.02161633761365
2022-03-08,71.9112538738485
2022-03-09,71.1997574384662
2022-03-10,71.28406163935297
2022-03-11,66.67816356758226
2022-03-12,64.50055080293575
2022-03-13,63.51172615266135
2022-03-14,68.1639446464598
2022-03-15,70.9915975785695
2022-03-16,72.35216900645597
2022-03-17,67.80492916351314
2022-03-18,66.6613227030265
2022-03-19,64.4608983824652
2022-03-20,67.53411900314532
2022-03-21,66.65802099602145
2022-03-22,73.13209778408644
2022-03-23,76.3931863465436
2022-03-24,73.44121371602013
2022-03-25,64.09015385415181
2022-03-26,63.05733952936693
2022-03-27,62.149230502324116
2022-03-28,67.85693128477484
2022-03-29,72.59864415510464
2022-03-30,69.97243858027839
2022-03-31,67.66671168869271
2022-04-01,66.5564558854733
2022-04-02,62.576269168222716
2022-04-03,65.30619477325173
2022-04-04,72.06075727586612
2022-04-05,71.58675325952765
2022-04-06,69.22987477664434
2022-04-07,70.26638212665553
2022-04-08,62.53964661176142
2022-04-09,65.06939376251427
2022-04-10,63.304395612128964
2022-04-11,67.97743458783724
2022-04-12,71.47060266881495
2022-04-13,71.75985305033426
2022-04-14,70.20199293200213
2022-04-15,67.9353322705196
2022-04-16,64.83538611918333
2022-04-17,65.71684036309125
2022-04-18,70.91478850799376
2022-04-19,71.7266958670488
2022-04-20,71.4954179947604
2022-04-21,69.46347444382106
2022-04-22,64.73261366971717
2022-04-23,61.12841785713591
2022-04-24,62.94904044895275
2022-04-25,68.69949348585506
2022-04-26,70.17950471586684
2022-04-27,70.48914586749113
2022-04-28,73.80484596784969
2022-04-29,66.70443386898727
2022-04-30,61.79936690443456
2022-05-01,62.27361440909625
2022-05-02,68.22210768753288
2022-05-03,73.09402554699483
2022-05-04,71.08003423052196
2022-05-05,68.81304369005146
2022-05-06,68.2154853214145
2022-05-07,58.270389574061255
2022-05-08,59.6495424919176
2022-05-09,66.87421650149844
2022-05-10,70.63747612574466
2022-05-11,74.97674847640815
2022-05-12,66.89026943298563
2022-05-13,67.59697906646065
2022-05-14,64.13006657320486
2022-05-15,59.06192050971698
2022-05-16,63.288720473102615
2022-05-17,69.0673875099463
2022-05-18,64.81785471927606
2022-05-19,68.21550604013052
2022-05-20,61.76655981952232
2022-05-21,65.61703929014317
2022-05-22,60.415058429884965
2022-05-23,62.874171911163295
2022-05-24,69.49353747852304
2022-05-25,69.3243906600376
2022-05-26,68.39658074683263
2022-05-27,65.62928402836368
2022-05-28,60.806917645487246
2022-05-29,61.471668898359034
2022-05-30,63.0602106606702
2022-05-31,69.09389973003653
2022-06-01,67.44529190753573
2022-06-02,68.12756453523713
2022-06-03,62.00844722823613
2022-06-04,55.63052491990538
2022-06-05,60.403739713919634
2022-06-06,66.14544025198498
2022-06-07,67.9339877956104
2022-06-08,67.76957190680031
2022-06-09,63.215858395265755
2022-06-10,58.32189102277303
2022-06-11,58.22610956073146
2022-06-12,57.58459121235439
2022-06-13,61.01971788955311
2022-06-14,65.64315673003931
2022-06-15,68.85910118692082
2022-06-16,65.6096846864568
2022-06-17,53.81738498588407
2022-06-18,58.96763312894609
2022-06-19,56.164207346282126
2022-06-20,60.883772098377555
2022-06-21,62.14291902836726
2022-06-22,64.88511110522305
2022-06-23,60.70373659767495
2022-06-24,58.279388713290324
2022-06-25,55.44775210636179
2022-06-26,57.785474112515026
2022-06-27,60.11614567581566
2022-06-28,62.04070895536336
2022-06-29,63.70208430879499
2022-06-30,63.433124719273884
2022-07-01,54.801264257694406
2022-07-02,55.00036404262735
2022-07-03,55.76910735244617
2022-07-04,54.489625330135084
2022-07-05,63.263732444838034
2022-07-06,63.75964400280479
2022-07-07,60.99690041742724
2022-07-08,53.1582170768999
2022-07-09,53.92544694593052
2022-07-10,52.25635973305648
2022-07-11,57.40595706746183
2022-07-12,60.35939493055717
2022-07-13,63.378459932049445
2022-07-14,60.78708415653064
2022-07-15,56.73370884528015
2022-07-16,49.11153436534795
2022-07-17,51.52340777487383
2022-07-18,59.13545084170539
2022-07-19,60.38321782082921
2022-07-20,60.26839162218891
